<<<<<<< HEAD
Team,made_tournament
Texas A&M,True
Texas A&M-Corpus Christi,False
Texas Southern,False
Texas State,False
Texas Tech,False
Texas-Rio Grande Valley,False
The Citadel,False
Toledo,False
Towson,False
Troy,False
Tulane,False
Tulsa,False
UAB,False
UC Davis,False
UC Irvine,False
UC Riverside,False
UC Santa Barbara,False
UCF,False
UCLA,True
UNC Asheville,False
UNC Greensboro,False
UNC Wilmington,False
UT Arlington,False
Utah,True
Utah State,True
Utah Valley,False
UTEP,False
UTSA,False
Valparaiso,False
Vanderbilt,False
Vermont,False
Villanova,True
Virginia,False
Virginia Commonwealth,True
VMI,False
Virginia Tech,False
Wagner,False
Wake Forest,True
Washington,True
Washington State,False
Weber State,False
West Virginia,True
Western Carolina,False
Western Illinois,False
Western Kentucky,True
Western Michigan,False
Wichita State,False
William & Mary,False
Winston-Salem,False
Winthrop,False
Wisconsin,True
Wofford,False
Wright State,False
Wyoming,False
Xavier,True
Yale,False
Youngstown State,False
=======
version https://git-lfs.github.com/spec/v1
oid sha256:82fd268e41c2debd00c6cfe6d46f58449f902d0df7b5d446e56abc0ad32194ad
size 6572
>>>>>>> d324fb5973ca51770b7e84664f7d01d128acc647
