<<<<<<< HEAD
Team,made_tournament
Tennessee-Martin,False
Texas,True
Texas A&M,True
Texas A&M-Corpus Christi,False
Texas Southern,False
Texas State,False
Texas Tech,False
Texas-Rio Grande Valley,False
The Citadel,False
Toledo,False
Towson,False
Troy,False
Tulane,False
Tulsa,False
UAB,True
UC Davis,False
UC Irvine,False
UC Riverside,False
UC Santa Barbara,True
UCF,False
UCLA,True
UNC Asheville,True
UNC Greensboro,False
UNC Wilmington,False
UT Arlington,False
Utah,False
Utah State,True
Utah Valley,False
UTEP,False
UTSA,True
Valparaiso,False
Vanderbilt,True
Vermont,False
Villanova,True
Virginia,False
Virginia Commonwealth,True
VMI,False
Virginia Tech,False
Wagner,False
Wake Forest,False
Washington,True
Washington State,False
Weber State,False
West Virginia,True
Western Carolina,False
Western Illinois,False
Western Kentucky,False
Western Michigan,False
Wichita State,False
William & Mary,False
Winthrop,False
Wisconsin,True
Wofford,True
Wright State,False
Wyoming,False
Xavier,True
Yale,False
Youngstown State,False
=======
version https://git-lfs.github.com/spec/v1
oid sha256:73134fd56be7b9370aec2b52c61d365bd0ee996bdc344458ced1a2ddf12a5089
size 6584
>>>>>>> d324fb5973ca51770b7e84664f7d01d128acc647
