<<<<<<< HEAD
Team,made_tournament
Prairie View,False
Presbyterian,False
Princeton,True
Providence,True
Purdue,True
Purdue Fort Wayne,False
Queens (NC),False
Quinnipiac,False
Radford,False
Rhode Island,False
Rice,False
Richmond,False
Rider,False
Robert Morris,False
Rutgers,False
Sacramento State,False
Sacred Heart,False
Saint Francis (PA),False
Saint Joseph's,False
Saint Louis,False
Saint Mary's (CA),True
Saint Peter's,False
Sam Houston,False
Samford,False
San Diego,False
San Diego State,True
San Francisco,False
San Jose State,False
Santa Clara,False
Seattle,False
Seton Hall,False
Siena,False
South Alabama,False
South Carolina,False
South Carolina State,False
South Carolina Upstate,False
South Dakota,False
South Dakota State,False
South Florida,False
Southeast Missouri State,True
Southeastern Louisiana,False
Southern,False
Southern California,True
Southern Illinois,False
SIU Edwardsville,False
Southern Indiana,False
Southern Methodist,False
Southern Mississippi,False
Southern Utah,False
St. Bonaventure,False
St. Francis (NY),False
St. John's (NY),False
St. Thomas,False
Stanford,False
Stephen F. Austin,False
Stetson,False
Stonehill,False
Stony Brook,False
Syracuse,False
Tarleton State,False
TCU,True
Temple,False
Tennessee,True
Tennessee State,False
Tennessee Tech,False
Tennessee-Martin,False
Texas,True
Texas A&M,True
Texas A&M-Corpus Christi,True
Texas Southern,True
Texas State,False
Texas Tech,False
Texas-Rio Grande Valley,False
The Citadel,False
Toledo,False
Towson,False
Troy,False
Tulane,False
Tulsa,False
UAB,False
UC Davis,False
UC Irvine,False
UC Riverside,False
UC San Diego,False
UC Santa Barbara,True
UCF,False
UCLA,True
UNC Asheville,True
UNC Greensboro,False
UNC Wilmington,False
UT Arlington,False
Utah,False
Utah State,True
Utah Tech,False
Utah Valley,False
UTEP,False
UTSA,False
Valparaiso,False
Vanderbilt,False
Vermont,True
Villanova,False
Virginia,True
Virginia Commonwealth,True
VMI,False
Virginia Tech,False
Wagner,False
Wake Forest,False
Washington,False
Washington State,False
Weber State,False
West Virginia,True
Western Carolina,False
Western Illinois,False
Western Kentucky,False
Western Michigan,False
Wichita State,False
William & Mary,False
Winthrop,False
Wisconsin,False
Wofford,False
Wright State,False
Wyoming,False
Xavier,True
Yale,False
Youngstown State,False
=======
version https://git-lfs.github.com/spec/v1
oid sha256:fc38669e4d06b2ac440edbdae86f137999067eaf472526b8beacf9704928fbaf
size 6951
>>>>>>> d324fb5973ca51770b7e84664f7d01d128acc647
