<<<<<<< HEAD
Team,made_tournament
Prairie View,False
Presbyterian,False
Princeton,False
Providence,False
Purdue,True
Purdue Fort Wayne,False
Queens (NC),False
Quinnipiac,False
Radford,False
Rhode Island,False
Rice,False
Richmond,False
Rider,False
Robert Morris,False
Rutgers,False
Sacramento State,False
Sacred Heart,False
Saint Francis (PA),False
Saint Joseph's,False
Saint Louis,False
Saint Mary's (CA),True
Saint Peter's,True
Sam Houston,False
Samford,True
San Diego,False
San Diego State,True
San Francisco,False
San Jose State,False
Santa Clara,False
Seattle,False
Seton Hall,False
Siena,False
South Alabama,False
South Carolina,True
South Carolina State,False
South Carolina Upstate,False
South Dakota,False
South Dakota State,True
South Florida,False
Southeast Missouri State,False
Southeastern Louisiana,False
Southern,False
Southern California,False
Southern Illinois,False
SIU Edwardsville,False
Southern Indiana,False
Southern Methodist,False
Southern Mississippi,False
Southern Utah,False
St. Bonaventure,False
St. John's (NY),False
St. Thomas,False
Stanford,False
Stephen F. Austin,False
Stetson,True
Stonehill,False
Stony Brook,False
Syracuse,False
Tarleton State,False
TCU,True
Temple,False
Tennessee,True
Tennessee State,False
Tennessee Tech,False
Tennessee-Martin,False
Texas,True
Texas A&M,True
Texas A&M-Corpus Christi,False
Texas Southern,False
Texas State,False
Texas Tech,True
Texas-Rio Grande Valley,False
The Citadel,False
Toledo,False
Towson,False
Troy,False
Tulane,False
Tulsa,False
UAB,True
UC Davis,False
UC Irvine,False
UC Riverside,False
UC San Diego,False
UC Santa Barbara,False
UCF,False
UCLA,False
UNC Asheville,False
UNC Greensboro,False
UNC Wilmington,False
UT Arlington,False
Utah,False
Utah State,True
Utah Tech,False
Utah Valley,False
UTEP,False
UTSA,False
Valparaiso,False
Vanderbilt,False
Vermont,True
Villanova,False
Virginia,True
Virginia Commonwealth,False
VMI,False
Virginia Tech,False
Wagner,True
Wake Forest,False
Washington,False
Washington State,True
Weber State,False
West Virginia,False
Western Carolina,False
Western Illinois,False
Western Kentucky,True
Western Michigan,False
Wichita State,False
William & Mary,False
Winthrop,False
Wisconsin,True
Wofford,False
Wright State,False
Wyoming,False
Xavier,False
Yale,True
Youngstown State,False
=======
version https://git-lfs.github.com/spec/v1
oid sha256:129561e7a5ab2b14cff9b0b75ef35876364cd0d59f3ca046b456de9e51477b5d
size 6927
>>>>>>> d324fb5973ca51770b7e84664f7d01d128acc647
