<<<<<<< HEAD
Team,made_tournament
Tennessee Tech,False
Tennessee-Martin,False
Texas,False
Texas A&M,False
Texas A&M-Corpus Christi,False
Texas Southern,False
Texas State,False
Texas Tech,False
Texas-Rio Grande Valley,False
The Citadel,False
Toledo,False
Towson,False
Troy,False
Tulane,False
Tulsa,False
UAB,False
UC Davis,False
UC Irvine,False
UC Riverside,False
UC Santa Barbara,False
UCF,False
UCLA,True
UNC Asheville,False
UNC Greensboro,False
UNC Wilmington,False
UT Arlington,False
Utah,False
Utah State,False
Utah Valley,False
UTEP,False
UTSA,False
Valparaiso,True
Vanderbilt,False
Vermont,False
Villanova,True
Virginia,False
Virginia Commonwealth,True
VMI,False
Virginia Tech,False
Wagner,False
Wake Forest,False
Washington,False
Washington State,False
Weber State,False
West Virginia,False
Western Carolina,False
Western Illinois,False
Western Kentucky,True
Western Michigan,False
Wichita State,True
William & Mary,False
Winthrop,False
Wisconsin,True
Wofford,False
Wright State,False
Wyoming,False
Xavier,False
Yale,False
Youngstown State,False
=======
version https://git-lfs.github.com/spec/v1
oid sha256:c39cf9dcb661cab0b72cc12eb1f93d06d8c21f19cb0636593922d0e2dbbe346a
size 6619
>>>>>>> d324fb5973ca51770b7e84664f7d01d128acc647
