<<<<<<< HEAD
Team,made_tournament
Purdue,False
Purdue Fort Wayne,False
Quinnipiac,False
Radford,False
Rhode Island,False
Rice,False
Richmond,False
Rider,False
Robert Morris,False
Rutgers,False
Sacramento State,False
Sacred Heart,False
Saint Francis (PA),False
Saint Joseph's,False
Saint Louis,False
Saint Mary's (CA),False
Saint Peter's,False
Sam Houston,False
Samford,False
San Diego,False
San Diego State,False
San Francisco,False
San Jose State,False
Santa Clara,False
Seattle,False
Seton Hall,False
Siena,False
South Alabama,False
South Carolina,False
South Carolina State,False
South Carolina Upstate,False
South Dakota,False
South Dakota State,False
South Florida,False
Southeast Missouri State,False
Southeastern Louisiana,False
Southern,False
Southern California,False
Southern Illinois,False
SIU Edwardsville,False
Southern Methodist,False
Southern Mississippi,False
Southern Utah,False
St. Bonaventure,False
St. Francis (NY),False
St. John's (NY),False
Stanford,False
Stephen F. Austin,False
Stetson,False
Stony Brook,False
Syracuse,False
TCU,False
Temple,False
Tennessee,False
Tennessee State,False
Tennessee Tech,False
Tennessee-Martin,False
Texas,False
Texas A&M,False
Texas A&M-Corpus Christi,False
Texas Southern,False
Texas State,False
Texas Tech,False
Texas-Rio Grande Valley,False
The Citadel,False
Toledo,False
Towson,False
Troy,False
Tulane,False
Tulsa,False
UAB,False
UC Davis,False
UC Irvine,False
UC Riverside,False
UC Santa Barbara,False
UCF,False
UCLA,False
UNC Asheville,False
UNC Greensboro,False
UNC Wilmington,False
UT Arlington,False
Utah,False
Utah State,False
Utah Valley,False
UTEP,False
UTSA,False
Valparaiso,False
Vanderbilt,False
Vermont,False
Villanova,False
Virginia,False
Virginia Commonwealth,False
VMI,False
Virginia Tech,False
Wagner,False
Wake Forest,False
Washington,False
Washington State,False
Weber State,False
West Virginia,False
Western Carolina,False
Western Illinois,False
Western Kentucky,False
Western Michigan,False
Wichita State,False
William & Mary,False
Winthrop,False
Wisconsin,False
Wofford,False
Wright State,False
Wyoming,False
Xavier,False
Yale,False
Youngstown State,False
=======
version https://git-lfs.github.com/spec/v1
oid sha256:f86022d2dd5f8ccb2bebb1cc94a169b49dfeb2a737d35f4710f57c530d075440
size 6824
>>>>>>> d324fb5973ca51770b7e84664f7d01d128acc647
