<<<<<<< HEAD
Team,made_tournament
Providence,True
Purdue,True
Purdue Fort Wayne,False
Quinnipiac,False
Radford,False
Rhode Island,False
Rice,False
Richmond,True
Rider,False
Robert Morris,False
Rutgers,True
Sacramento State,False
Sacred Heart,False
Saint Francis (PA),False
Saint Joseph's,False
Saint Louis,False
Saint Mary's (CA),True
Saint Peter's,True
Sam Houston,False
Samford,False
San Diego,False
San Diego State,True
San Francisco,True
San Jose State,False
Santa Clara,False
Seattle,False
Seton Hall,True
Siena,False
South Alabama,False
South Carolina,False
South Carolina State,False
South Carolina Upstate,False
South Dakota,False
South Dakota State,True
South Florida,False
Southeast Missouri State,False
Southeastern Louisiana,False
Southern,False
Southern California,True
Southern Illinois,False
SIU Edwardsville,False
Southern Methodist,False
Southern Mississippi,False
Southern Utah,False
St. Bonaventure,False
St. Francis (NY),False
St. John's (NY),False
St. Thomas,False
Stanford,False
Stephen F. Austin,False
Stetson,False
Stony Brook,False
Syracuse,False
Tarleton State,False
TCU,True
Temple,False
Tennessee,True
Tennessee State,False
Tennessee Tech,False
Tennessee-Martin,False
Texas,True
Texas A&M,False
Texas A&M-Corpus Christi,True
Texas Southern,True
Texas State,False
Texas Tech,True
Texas-Rio Grande Valley,False
The Citadel,False
Toledo,False
Towson,False
Troy,False
Tulane,False
Tulsa,False
UAB,True
UC Davis,False
UC Irvine,False
UC Riverside,False
UC San Diego,False
UC Santa Barbara,False
UCF,False
UCLA,True
UNC Asheville,False
UNC Greensboro,False
UNC Wilmington,False
UT Arlington,False
Utah,False
Utah State,False
Utah Tech,False
Utah Valley,False
UTEP,False
UTSA,False
Valparaiso,False
Vanderbilt,False
Vermont,True
Villanova,True
Virginia,False
Virginia Commonwealth,False
VMI,False
Virginia Tech,True
Wagner,False
Wake Forest,False
Washington,False
Washington State,False
Weber State,False
West Virginia,False
Western Carolina,False
Western Illinois,False
Western Kentucky,False
Western Michigan,False
Wichita State,False
William & Mary,False
Winthrop,False
Wisconsin,True
Wofford,False
Wright State,True
Wyoming,True
Xavier,False
Yale,True
Youngstown State,False
=======
version https://git-lfs.github.com/spec/v1
oid sha256:55ff6104f37b38dcf48d25051d0922339ce77d42cf4eca97884247513184c2d2
size 6851
>>>>>>> d324fb5973ca51770b7e84664f7d01d128acc647
