<<<<<<< HEAD
Team,made_tournament
South Alabama,False
South Carolina,False
South Carolina State,False
South Florida,False
Southeast Missouri State,False
Southeastern Louisiana,True
Southern,False
Southern California,False
Southern Illinois,True
Southern Methodist,False
Southern Mississippi,False
Southern Utah,False
St. Bonaventure,False
St. Francis (NY),False
St. John's (NY),False
Stanford,True
Stephen F. Austin,False
Stetson,False
Stony Brook,False
Syracuse,True
TCU,False
Temple,False
Tennessee,False
Tennessee State,False
Tennessee Tech,False
Tennessee-Martin,False
Texas,True
Texas A&M,False
Texas A&M-Corpus Christi,False
Texas Southern,False
Texas State,False
Texas Tech,True
Texas-Rio Grande Valley,False
The Citadel,False
Toledo,False
Towson,False
Troy,False
Tulane,False
Tulsa,False
UAB,True
UC Davis,False
UC Irvine,False
UC Riverside,False
UC Santa Barbara,False
UCF,True
UCLA,True
UNC Asheville,False
UNC Greensboro,False
UNC Wilmington,False
UT Arlington,False
Utah,True
Utah State,True
Utah Valley,False
UTEP,True
UTSA,False
Valparaiso,False
Vanderbilt,False
Vermont,True
Villanova,True
Virginia,False
Virginia Commonwealth,False
VMI,False
Virginia Tech,False
Wagner,False
Wake Forest,True
Washington,True
Washington State,False
Weber State,False
West Virginia,True
Western Carolina,False
Western Illinois,False
Western Kentucky,False
Western Michigan,False
Wichita State,False
William & Mary,False
Winthrop,True
Wisconsin,True
Wofford,False
Wright State,False
Wyoming,False
Xavier,False
Yale,False
Youngstown State,False
=======
version https://git-lfs.github.com/spec/v1
oid sha256:0432c224b0716573bfd732218c9795331b49e042e66664fcd1bcd6934f3e5057
size 6249
>>>>>>> d324fb5973ca51770b7e84664f7d01d128acc647
