<<<<<<< HEAD
Team,made_tournament
James Madison,False
Kansas,True
Kansas City,False
Kansas State,False
Kent State,False
Kentucky,True
La Salle,False
Lafayette,False
Lamar,False
Lehigh,True
Liberty,True
Lipscomb,False
Little Rock,False
Long Beach State,False
Long Island University,False
Louisiana,True
Louisiana State,False
Louisiana Tech,False
Louisiana-Monroe,False
Louisville,True
Loyola (IL),False
Loyola (MD),False
Loyola Marymount,False
Maine,False
Manhattan,True
Marist,False
Marquette,False
Marshall,False
Maryland,True
Maryland-Baltimore County,False
Maryland-Eastern Shore,False
Massachusetts,False
McNeese State,False
Memphis,True
Mercer,False
Miami (FL),False
Miami (OH),False
Michigan,False
Michigan State,True
Middle Tennessee,False
Milwaukee,False
Minnesota,False
Mississippi,False
Mississippi State,True
Mississippi Valley State,False
Missouri,False
Missouri State,False
Monmouth,True
Montana,False
Montana State,False
Morehead State,False
Morgan State,False
Mount St. Mary's,False
Murray State,True
Navy,False
NC State,True
Nebraska,False
Nevada,True
Nevada-Las Vegas,False
New Hampshire,False
New Mexico,False
New Mexico State,False
New Orleans,False
Niagara,False
Nicholls State,False
Norfolk State,False
North Carolina,True
North Carolina A&T,False
North Texas,False
Northeastern,False
Northern Arizona,False
Northern Illinois,False
Northern Iowa,True
Northwestern,False
Northwestern State,False
Notre Dame,False
Oakland,False
Ohio,False
Ohio State,False
Oklahoma,False
Oklahoma State,True
Old Dominion,False
Oral Roberts,False
Oregon,False
Oregon State,False
Pacific,True
Penn State,False
Pennsylvania,False
Pepperdine,False
Pittsburgh,True
Portland,False
Portland State,False
Prairie View,False
Princeton,True
Providence,True
Purdue,False
Purdue Fort Wayne,False
Quinnipiac,False
Radford,False
Rhode Island,False
Rice,False
Richmond,True
Rider,False
Robert Morris,False
Rutgers,False
Sacramento State,False
Sacred Heart,False
Saint Francis (PA),False
Saint Joseph's,True
Saint Louis,False
Saint Mary's (CA),False
Saint Peter's,False
Sam Houston,False
Samford,False
San Diego,False
San Diego State,False
San Francisco,False
San Jose State,False
Santa Clara,False
Savannah State,False
Seton Hall,True
Siena,False
South Alabama,False
South Carolina,True
South Carolina State,False
South Florida,False
Southeast Missouri State,False
Southeastern Louisiana,False
Southern,False
Southern California,False
Southern Illinois,True
Southern Methodist,False
Southern Mississippi,False
Southern Utah,False
St. Bonaventure,False
St. Francis (NY),False
St. John's (NY),False
Stanford,True
Stephen F. Austin,False
Stetson,False
Stony Brook,False
Syracuse,True
TCU,False
Temple,False
Tennessee,False
Tennessee State,False
Tennessee Tech,False
Tennessee-Martin,False
Texas,True
Texas A&M,False
Texas A&M-Corpus Christi,False
Texas Southern,False
Texas State,False
Texas Tech,True
Texas-Rio Grande Valley,False
The Citadel,False
Toledo,False
Towson,False
Troy,False
Tulane,False
Tulsa,False
UAB,True
UC Irvine,False
UC Riverside,False
UC Santa Barbara,False
UCF,True
UCLA,False
UNC Asheville,False
UNC Greensboro,False
UNC Wilmington,False
UT Arlington,False
Utah,True
Utah State,False
UTEP,True
UTSA,True
Valparaiso,True
Vanderbilt,True
Vermont,True
Villanova,False
Virginia,False
Virginia Commonwealth,True
VMI,False
Virginia Tech,False
Wagner,False
Wake Forest,True
Washington,True
Washington State,False
Weber State,False
West Virginia,False
Western Carolina,False
Western Illinois,False
Western Kentucky,False
Western Michigan,True
Wichita State,False
William & Mary,False
Winthrop,False
Wisconsin,True
Wofford,False
Wright State,False
Wyoming,False
Xavier,True
Yale,False
Youngstown State,False
=======
version https://git-lfs.github.com/spec/v1
oid sha256:bc241db57e77fc5133fe2bc1642b4697d9d79a68067f13146590a6c26f86a4ff
size 6173
>>>>>>> d324fb5973ca51770b7e84664f7d01d128acc647
