<<<<<<< HEAD
Team,made_tournament
James Madison,False
Kansas,True
Kansas City,False
Kansas State,False
Kennesaw State,False
Kent State,True
Kentucky,True
La Salle,False
Lafayette,False
Lamar,False
Lehigh,False
Liberty,False
Lipscomb,False
Little Rock,False
Long Beach State,False
Long Island University,False
Longwood,False
Louisiana,False
Louisiana State,True
Louisiana Tech,False
Louisiana-Monroe,False
Louisville,False
Loyola (IL),False
Loyola (MD),False
Loyola Marymount,False
Maine,False
Manhattan,False
Marist,False
Marquette,True
Marshall,False
Maryland,False
Maryland-Baltimore County,False
Maryland-Eastern Shore,False
Massachusetts,False
McNeese State,False
Memphis,True
Mercer,False
Miami (FL),False
Miami (OH),False
Michigan,False
Michigan State,True
Middle Tennessee,False
Milwaukee,True
Minnesota,False
Mississippi,False
Mississippi State,False
Mississippi Valley State,False
Missouri,False
Missouri State,False
Monmouth,True
Montana,True
Montana State,False
Morehead State,False
Morgan State,False
Mount St. Mary's,False
Murray State,True
Navy,False
NC State,True
Nebraska,False
Nevada,True
Nevada-Las Vegas,False
New Hampshire,False
New Mexico,False
New Mexico State,False
New Orleans,False
Niagara,False
Nicholls State,False
Norfolk State,False
North Carolina,True
North Carolina A&T,False
North Dakota State,False
North Florida,False
North Texas,False
Northeastern,False
Northern Arizona,False
Northern Colorado,False
Northern Illinois,False
Northern Iowa,True
Northwestern,False
Northwestern State,True
Notre Dame,False
Oakland,False
Ohio,False
Ohio State,True
Oklahoma,True
Oklahoma State,False
Old Dominion,False
Oral Roberts,True
Oregon,False
Oregon State,False
Pacific,True
Penn State,False
Pennsylvania,True
Pepperdine,False
Pittsburgh,True
Portland,False
Portland State,False
Prairie View,False
Princeton,False
Providence,False
Purdue,False
Purdue Fort Wayne,False
Quinnipiac,False
Radford,False
Rhode Island,False
Rice,False
Richmond,False
Rider,False
Robert Morris,False
Rutgers,False
Sacramento State,False
Sacred Heart,False
Saint Francis (PA),False
Saint Joseph's,False
Saint Louis,False
Saint Mary's (CA),False
Saint Peter's,False
Sam Houston,False
Samford,False
San Diego,False
San Diego State,True
San Francisco,False
San Jose State,False
Santa Clara,False
Savannah State,False
Seton Hall,True
Siena,False
South Alabama,True
South Carolina,False
South Carolina State,False
South Dakota State,False
South Florida,False
Southeast Missouri State,False
Southeastern Louisiana,False
Southern,True
Southern California,False
Southern Illinois,True
Southern Methodist,False
Southern Mississippi,False
Southern Utah,False
St. Bonaventure,False
St. Francis (NY),False
St. John's (NY),False
Stanford,False
Stephen F. Austin,False
Stetson,False
Stony Brook,False
Syracuse,True
TCU,False
Temple,False
Tennessee,True
Tennessee State,False
Tennessee Tech,False
Tennessee-Martin,False
Texas,True
Texas A&M,True
Texas A&M-Corpus Christi,False
Texas Southern,False
Texas State,False
Texas Tech,False
Texas-Rio Grande Valley,False
The Citadel,False
Toledo,False
Towson,False
Troy,False
Tulane,False
Tulsa,False
UAB,True
UC Davis,False
UC Irvine,False
UC Riverside,False
UC Santa Barbara,False
UCF,False
UCLA,True
UNC Asheville,False
UNC Greensboro,False
UNC Wilmington,True
UT Arlington,False
Utah,False
Utah State,True
Utah Valley,False
UTEP,False
UTSA,False
Valparaiso,False
Vanderbilt,False
Vermont,False
Villanova,True
Virginia,False
Virginia Commonwealth,False
VMI,False
Virginia Tech,False
Wagner,False
Wake Forest,False
Washington,True
Washington State,False
Weber State,False
West Virginia,True
Western Carolina,False
Western Illinois,False
Western Kentucky,False
Western Michigan,False
Wichita State,True
William & Mary,False
Winthrop,True
Wisconsin,True
Wofford,False
Wright State,False
Wyoming,False
Xavier,True
Yale,False
Youngstown State,False
=======
version https://git-lfs.github.com/spec/v1
oid sha256:845369db2471994f2454872eed61cd52cedf5e9f70121bca8653d7ffd4f57471
size 6344
>>>>>>> d324fb5973ca51770b7e84664f7d01d128acc647
