<<<<<<< HEAD
Team,made_tournament
Sam Houston,False
Samford,False
San Diego,True
San Diego State,False
San Francisco,False
San Jose State,False
Santa Clara,False
Savannah State,False
Seton Hall,False
Siena,True
South Alabama,True
South Carolina,False
South Carolina State,False
South Carolina Upstate,False
South Dakota State,False
South Florida,False
Southeast Missouri State,False
Southeastern Louisiana,False
Southern,False
Southern California,True
Southern Illinois,False
Southern Methodist,False
Southern Mississippi,False
Southern Utah,False
St. Bonaventure,False
St. Francis (NY),False
St. John's (NY),False
Stanford,True
Stephen F. Austin,False
Stetson,False
Stony Brook,False
Syracuse,False
TCU,False
Temple,True
Tennessee,True
Tennessee State,False
Tennessee Tech,False
Tennessee-Martin,False
Texas,True
Texas A&M,True
Texas A&M-Corpus Christi,False
Texas Southern,False
Texas State,False
Texas Tech,False
Texas-Rio Grande Valley,False
The Citadel,False
Toledo,False
Towson,False
Troy,False
Tulane,False
Tulsa,False
UAB,False
UC Davis,False
UC Irvine,False
UC Riverside,False
UC Santa Barbara,False
UCF,False
UCLA,True
UNC Asheville,False
UNC Greensboro,False
UNC Wilmington,False
UT Arlington,True
Utah,False
Utah State,False
Utah Valley,False
UTEP,False
UTSA,False
Valparaiso,False
Vanderbilt,True
Vermont,False
Villanova,True
Virginia,False
Virginia Commonwealth,False
VMI,False
Virginia Tech,False
Wagner,False
Wake Forest,False
Washington,False
Washington State,True
Weber State,False
West Virginia,True
Western Carolina,False
Western Illinois,False
Western Kentucky,True
Western Michigan,False
Wichita State,False
William & Mary,False
Winston-Salem,False
Winthrop,True
Wisconsin,True
Wofford,False
Wright State,False
Wyoming,False
Xavier,True
Yale,False
Youngstown State,False
=======
version https://git-lfs.github.com/spec/v1
oid sha256:b0d597a69018899a9e473c0d64c23f519ed634d9bae4702cb5e18de7d56f5e1c
size 6509
>>>>>>> d324fb5973ca51770b7e84664f7d01d128acc647
